keyword,dizi,dizi_anahtar,kategori,tur,tur_ham,cikis_yili,sezon_sayisi,durum,sayfa_tipi,intent_katmani,entity_tipi,sezon_no,belirsiz_ad,marka_tipi,dil,erisim,apple_resmi
foundation venusfilmizle,Foundation,foundation,Drama,Science fiction,Science fiction,2021,3,Devam,Korsan Markalı,İzleme,Dizi,,hayır,Korsan Markalı,tr,Doğrulanacak,evet
foundation wdizifilmizle,Foundation,foundation,Drama,Science fiction,Science fiction,2021,3,Devam,Korsan Markalı,İzleme,Dizi,,hayır,Korsan Markalı,tr,Doğrulanacak,evet
foundation webdramaturkey,Foundation,foundation,Drama,Science fiction,Science fiction,2021,3,Devam,Korsan Markalı,İzleme,Dizi,,hayır,Korsan Markalı,tr,Doğrulanacak,evet
foundation webteizle,Foundation,foundation,Drama,Science fiction,Science fiction,2021,3,Devam,Korsan Markalı,İzleme,Dizi,,hayır,Korsan Markalı,tr,Doğrulanacak,evet
foundation yabancidizi,Foundation,foundation,Drama,Science fiction,Science fiction,2021,3,Devam,Korsan Markalı,İzleme,Dizi,,hayır,Korsan Markalı,tr,Doğrulanacak,evet
foundation tüm bölümleri,Foundation,foundation,Drama,Science fiction,Science fiction,2021,3,Devam,Bölüm,İzleme,Bölüm,,hayır,Jenerik,tr,Doğrulanacak,evet
foundation son bölüm,Foundation,foundation,Drama,Science fiction,Science fiction,2021,3,Devam,Bölüm,İzleme,Bölüm,,hayır,Jenerik,tr,Doğrulanacak,evet
foundation bölümleri,Foundation,foundation,Drama,Science fiction,Science fiction,2021,3,Devam,Bölüm,İzleme,Bölüm,,hayır,Jenerik,tr,Doğrulanacak,evet
foundation kaç bölüm,Foundation,foundation,Drama,Science fiction,Science fiction,2021,3,Devam,Sezon Bilgi,Bilgi,Dizi,,hayır,Jenerik,tr,Doğrulanacak,evet
foundation blutv,Foundation,foundation,Drama,Science fiction,Science fiction,2021,3,Devam,Platform,İzleme,Dizi,,hayır,Platform Markalı,tr,Doğrulanacak,evet
foundation exxen,Foundation,foundation,Drama,Science fiction,Science fiction,2021,3,Devam,Platform,İzleme,Dizi,,hayır,Platform Markalı,tr,Doğrulanacak,evet
foundation disney plus,Foundation,foundation,Drama,Science fiction,Science fiction,2021,3,Devam,Platform,İzleme,Dizi,,hayır,Platform Markalı,tr,Doğrulanacak,evet
foundation prime video,Foundation,foundation,Drama,Science fiction,Science fiction,2021,3,Devam,Platform,İzleme,Dizi,,hayır,Platform Markalı,tr,Doğrulanacak,evet
foundation tod,Foundation,foundation,Drama,Science fiction,Science fiction,2021,3,Devam,Platform,İzleme,Dizi,,hayır,Platform Markalı,tr,Doğrulanacak,evet
foundation gain,Foundation,foundation,Drama,Science fiction,Science fiction,2021,3,Devam,Platform,İzleme,Dizi,,hayır,Platform Markalı,tr,Doğrulanacak,evet
foundation hd izle,Foundation,foundation,Drama,Science fiction,Science fiction,2021,3,Devam,İzleme,İzleme,Dizi,,hayır,Jenerik,tr,Doğrulanacak,evet
foundation 1080p izle,Foundation,foundation,Drama,Science fiction,Science fiction,2021,3,Devam,İzleme,İzleme,Dizi,,hayır,Jenerik,tr,Doğrulanacak,evet
foundation türkçe altyazılı izle,Foundation,foundation,Drama,Science fiction,Science fiction,2021,3,Devam,İzleme,İzleme,Dizi,,hayır,Jenerik,tr,Doğrulanacak,evet
invasion asyawatch,Invasion,invasion,Drama,Science fiction,Science fiction,2021,3,Belirsiz,Korsan Markalı,İzleme,Dizi,,hayır,Korsan Markalı,tr,Doğrulanacak,evet
invasion bldramaturkey,Invasion,invasion,Drama,Science fiction,Science fiction,2021,3,Belirsiz,Korsan Markalı,İzleme,Dizi,,hayır,Korsan Markalı,tr,Doğrulanacak,evet
invasion cizgimax,Invasion,invasion,Drama,Science fiction,Science fiction,2021,3,Belirsiz,Korsan Markalı,İzleme,Dizi,,hayır,Korsan Markalı,tr,Doğrulanacak,evet
invasion ddizi,Invasion,invasion,Drama,Science fiction,Science fiction,2021,3,Belirsiz,Korsan Markalı,İzleme,Dizi,,hayır,Korsan Markalı,tr,Doğrulanacak,evet
invasion diziasya,Invasion,invasion,Drama,Science fiction,Science fiction,2021,3,Belirsiz,Korsan Markalı,İzleme,Dizi,,hayır,Korsan Markalı,tr,Doğrulanacak,evet
invasion diziboxizle,Invasion,invasion,Drama,Science fiction,Science fiction,2021,3,Belirsiz,Korsan Markalı,İzleme,Dizi,,hayır,Korsan Markalı,tr,Doğrulanacak,evet
invasion dizifilmizle,Invasion,invasion,Drama,Science fiction,Science fiction,2021,3,Belirsiz,Korsan Markalı,İzleme,Dizi,,hayır,Korsan Markalı,tr,Doğrulanacak,evet
invasion dizifon,Invasion,invasion,Drama,Science fiction,Science fiction,2021,3,Belirsiz,Korsan Markalı,İzleme,Dizi,,hayır,Korsan Markalı,tr,Doğrulanacak,evet
invasion dizigom,Invasion,invasion,Drama,Science fiction,Science fiction,2021,3,Belirsiz,Korsan Markalı,İzleme,Dizi,,hayır,Korsan Markalı,tr,Doğrulanacak,evet
invasion dizikorea,Invasion,invasion,Drama,Science fiction,Science fiction,2021,3,Belirsiz,Korsan Markalı,İzleme,Dizi,,hayır,Korsan Markalı,tr,Doğrulanacak,evet
invasion dizilla,Invasion,invasion,Drama,Science fiction,Science fiction,2021,3,Belirsiz,Korsan Markalı,İzleme,Dizi,,hayır,Korsan Markalı,tr,Doğrulanacak,evet
invasion dizimom,Invasion,invasion,Drama,Science fiction,Science fiction,2021,3,Belirsiz,Korsan Markalı,İzleme,Dizi,,hayır,Korsan Markalı,tr,Doğrulanacak,evet
invasion dizirella,Invasion,invasion,Drama,Science fiction,Science fiction,2021,3,Belirsiz,Korsan Markalı,İzleme,Dizi,,hayır,Korsan Markalı,tr,Doğrulanacak,evet
invasion diziwatch,Invasion,invasion,Drama,Science fiction,Science fiction,2021,3,Belirsiz,Korsan Markalı,İzleme,Dizi,,hayır,Korsan Markalı,tr,Doğrulanacak,evet
invasion diziyou,Invasion,invasion,Drama,Science fiction,Science fiction,2021,3,Belirsiz,Korsan Markalı,İzleme,Dizi,,hayır,Korsan Markalı,tr,Doğrulanacak,evet
invasion dizizon,Invasion,invasion,Drama,Science fiction,Science fiction,2021,3,Belirsiz,Korsan Markalı,İzleme,Dizi,,hayır,Korsan Markalı,tr,Doğrulanacak,evet
invasion filmizlech,Invasion,invasion,Drama,Science fiction,Science fiction,2021,3,Belirsiz,Korsan Markalı,İzleme,Dizi,,hayır,Korsan Markalı,tr,Doğrulanacak,evet
invasion filmkutusu,Invasion,invasion,Drama,Science fiction,Science fiction,2021,3,Belirsiz,Korsan Markalı,İzleme,Dizi,,hayır,Korsan Markalı,tr,Doğrulanacak,evet
invasion filmmakinesi,Invasion,invasion,Drama,Science fiction,Science fiction,2021,3,Belirsiz,Korsan Markalı,İzleme,Dizi,,hayır,Korsan Markalı,tr,Doğrulanacak,evet
invasion filmzal,Invasion,invasion,Drama,Science fiction,Science fiction,2021,3,Belirsiz,Korsan Markalı,İzleme,Dizi,,hayır,Korsan Markalı,tr,Doğrulanacak,evet
invasion fullhdfilmizlesene,Invasion,invasion,Drama,Science fiction,Science fiction,2021,3,Belirsiz,Korsan Markalı,İzleme,Dizi,,hayır,Korsan Markalı,tr,Doğrulanacak,evet
invasion fullkoredizi,Invasion,invasion,Drama,Science fiction,Science fiction,2021,3,Belirsiz,Korsan Markalı,İzleme,Dizi,,hayır,Korsan Markalı,tr,Doğrulanacak,evet
invasion hdfilmcehennemi,Invasion,invasion,Drama,Science fiction,Science fiction,2021,3,Belirsiz,Korsan Markalı,İzleme,Dizi,,hayır,Korsan Markalı,tr,Doğrulanacak,evet
invasion hdfilmizle,Invasion,invasion,Drama,Science fiction,Science fiction,2021,3,Belirsiz,Korsan Markalı,İzleme,Dizi,,hayır,Korsan Markalı,tr,Doğrulanacak,evet
invasion hdfilmizlesene,Invasion,invasion,Drama,Science fiction,Science fiction,2021,3,Belirsiz,Korsan Markalı,İzleme,Dizi,,hayır,Korsan Markalı,tr,Doğrulanacak,evet
invasion hdfilmizleyelim,Invasion,invasion,Drama,Science fiction,Science fiction,2021,3,Belirsiz,Korsan Markalı,İzleme,Dizi,,hayır,Korsan Markalı,tr,Doğrulanacak,evet
invasion kesintisizfullhdfilmizle,Invasion,invasion,Drama,Science fiction,Science fiction,2021,3,Belirsiz,Korsan Markalı,İzleme,Dizi,,hayır,Korsan Markalı,tr,Doğrulanacak,evet
invasion korediziizletr,Invasion,invasion,Drama,Science fiction,Science fiction,2021,3,Belirsiz,Korsan Markalı,İzleme,Dizi,,hayır,Korsan Markalı,tr,Doğrulanacak,evet
invasion lovefilmizle,Invasion,invasion,Drama,Science fiction,Science fiction,2021,3,Belirsiz,Korsan Markalı,İzleme,Dizi,,hayır,Korsan Markalı,tr,Doğrulanacak,evet
invasion mnfilmizle,Invasion,invasion,Drama,Science fiction,Science fiction,2021,3,Belirsiz,Korsan Markalı,İzleme,Dizi,,hayır,Korsan Markalı,tr,Doğrulanacak,evet
invasion roketdizi,Invasion,invasion,Drama,Science fiction,Science fiction,2021,3,Belirsiz,Korsan Markalı,İzleme,Dizi,,hayır,Korsan Markalı,tr,Doğrulanacak,evet
invasion sinekfilmizle,Invasion,invasion,Drama,Science fiction,Science fiction,2021,3,Belirsiz,Korsan Markalı,İzleme,Dizi,,hayır,Korsan Markalı,tr,Doğrulanacak,evet
invasion siyahfilmizle,Invasion,invasion,Drama,Science fiction,Science fiction,2021,3,Belirsiz,Korsan Markalı,İzleme,Dizi,,hayır,Korsan Markalı,tr,Doğrulanacak,evet
invasion tranimeizle,Invasion,invasion,Drama,Science fiction,Science fiction,2021,3,Belirsiz,Korsan Markalı,İzleme,Dizi,,hayır,Korsan Markalı,tr,Doğrulanacak,evet
invasion venusfilmizle,Invasion,invasion,Drama,Science fiction,Science fiction,2021,3,Belirsiz,Korsan Markalı,İzleme,Dizi,,hayır,Korsan Markalı,tr,Doğrulanacak,evet
invasion wdizifilmizle,Invasion,invasion,Drama,Science fiction,Science fiction,2021,3,Belirsiz,Korsan Markalı,İzleme,Dizi,,hayır,Korsan Markalı,tr,Doğrulanacak,evet
invasion webdramaturkey,Invasion,invasion,Drama,Science fiction,Science fiction,2021,3,Belirsiz,Korsan Markalı,İzleme,Dizi,,hayır,Korsan Markalı,tr,Doğrulanacak,evet
invasion webteizle,Invasion,invasion,Drama,Science fiction,Science fiction,2021,3,Belirsiz,Korsan Markalı,İzleme,Dizi,,hayır,Korsan Markalı,tr,Doğrulanacak,evet
invasion yabancidizi,Invasion,invasion,Drama,Science fiction,Science fiction,2021,3,Belirsiz,Korsan Markalı,İzleme,Dizi,,hayır,Korsan Markalı,tr,Doğrulanacak,evet
invasion tüm bölümleri,Invasion,invasion,Drama,Science fiction,Science fiction,2021,3,Belirsiz,Bölüm,İzleme,Bölüm,,hayır,Jenerik,tr,Doğrulanacak,evet
invasion son bölüm,Invasion,invasion,Drama,Science fiction,Science fiction,2021,3,Belirsiz,Bölüm,İzleme,Bölüm,,hayır,Jenerik,tr,Doğrulanacak,evet
invasion bölümleri,Invasion,invasion,Drama,Science fiction,Science fiction,2021,3,Belirsiz,Bölüm,İzleme,Bölüm,,hayır,Jenerik,tr,Doğrulanacak,evet
invasion kaç bölüm,Invasion,invasion,Drama,Science fiction,Science fiction,2021,3,Belirsiz,Sezon Bilgi,Bilgi,Dizi,,hayır,Jenerik,tr,Doğrulanacak,evet
invasion blutv,Invasion,invasion,Drama,Science fiction,Science fiction,2021,3,Belirsiz,Platform,İzleme,Dizi,,hayır,Platform Markalı,tr,Doğrulanacak,evet
invasion exxen,Invasion,invasion,Drama,Science fiction,Science fiction,2021,3,Belirsiz,Platform,İzleme,Dizi,,hayır,Platform Markalı,tr,Doğrulanacak,evet
invasion disney plus,Invasion,invasion,Drama,Science fiction,Science fiction,2021,3,Belirsiz,Platform,İzleme,Dizi,,hayır,Platform Markalı,tr,Doğrulanacak,evet
invasion prime video,Invasion,invasion,Drama,Science fiction,Science fiction,2021,3,Belirsiz,Platform,İzleme,Dizi,,hayır,Platform Markalı,tr,Doğrulanacak,evet
invasion tod,Invasion,invasion,Drama,Science fiction,Science fiction,2021,3,Belirsiz,Platform,İzleme,Dizi,,hayır,Platform Markalı,tr,Doğrulanacak,evet
invasion gain,Invasion,invasion,Drama,Science fiction,Science fiction,2021,3,Belirsiz,Platform,İzleme,Dizi,,hayır,Platform Markalı,tr,Doğrulanacak,evet
invasion hd izle,Invasion,invasion,Drama,Science fiction,Science fiction,2021,3,Belirsiz,İzleme,İzleme,Dizi,,hayır,Jenerik,tr,Doğrulanacak,evet
invasion 1080p izle,Invasion,invasion,Drama,Science fiction,Science fiction,2021,3,Belirsiz,İzleme,İzleme,Dizi,,hayır,Jenerik,tr,Doğrulanacak,evet
invasion türkçe altyazılı izle,Invasion,invasion,Drama,Science fiction,Science fiction,2021,3,Belirsiz,İzleme,İzleme,Dizi,,hayır,Jenerik,tr,Doğrulanacak,evet
severance asyawatch,Severance,severance,Drama,Science fiction thriller,Science fiction thriller,2022,2,Devam,Korsan Markalı,İzleme,Dizi,,hayır,Korsan Markalı,tr,Doğrulanacak,evet
severance bldramaturkey,Severance,severance,Drama,Science fiction thriller,Science fiction thriller,2022,2,Devam,Korsan Markalı,İzleme,Dizi,,hayır,Korsan Markalı,tr,Doğrulanacak,evet
severance cizgimax,Severance,severance,Drama,Science fiction thriller,Science fiction thriller,2022,2,Devam,Korsan Markalı,İzleme,Dizi,,hayır,Korsan Markalı,tr,Doğrulanacak,evet
severance ddizi,Severance,severance,Drama,Science fiction thriller,Science fiction thriller,2022,2,Devam,Korsan Markalı,İzleme,Dizi,,hayır,Korsan Markalı,tr,Doğrulanacak,evet
severance diziasya,Severance,severance,Drama,Science fiction thriller,Science fiction thriller,2022,2,Devam,Korsan Markalı,İzleme,Dizi,,hayır,Korsan Markalı,tr,Doğrulanacak,evet
severance diziboxizle,Severance,severance,Drama,Science fiction thriller,Science fiction thriller,2022,2,Devam,Korsan Markalı,İzleme,Dizi,,hayır,Korsan Markalı,tr,Doğrulanacak,evet
severance dizifilmizle,Severance,severance,Drama,Science fiction thriller,Science fiction thriller,2022,2,Devam,Korsan Markalı,İzleme,Dizi,,hayır,Korsan Markalı,tr,Doğrulanacak,evet
severance dizifon,Severance,severance,Drama,Science fiction thriller,Science fiction thriller,2022,2,Devam,Korsan Markalı,İzleme,Dizi,,hayır,Korsan Markalı,tr,Doğrulanacak,evet
severance dizigom,Severance,severance,Drama,Science fiction thriller,Science fiction thriller,2022,2,Devam,Korsan Markalı,İzleme,Dizi,,hayır,Korsan Markalı,tr,Doğrulanacak,evet
severance dizikorea,Severance,severance,Drama,Science fiction thriller,Science fiction thriller,2022,2,Devam,Korsan Markalı,İzleme,Dizi,,hayır,Korsan Markalı,tr,Doğrulanacak,evet
severance dizilla,Severance,severance,Drama,Science fiction thriller,Science fiction thriller,2022,2,Devam,Korsan Markalı,İzleme,Dizi,,hayır,Korsan Markalı,tr,Doğrulanacak,evet
severance dizimom,Severance,severance,Drama,Science fiction thriller,Science fiction thriller,2022,2,Devam,Korsan Markalı,İzleme,Dizi,,hayır,Korsan Markalı,tr,Doğrulanacak,evet
severance dizirella,Severance,severance,Drama,Science fiction thriller,Science fiction thriller,2022,2,Devam,Korsan Markalı,İzleme,Dizi,,hayır,Korsan Markalı,tr,Doğrulanacak,evet
severance diziwatch,Severance,severance,Drama,Science fiction thriller,Science fiction thriller,2022,2,Devam,Korsan Markalı,İzleme,Dizi,,hayır,Korsan Markalı,tr,Doğrulanacak,evet
severance diziyou,Severance,severance,Drama,Science fiction thriller,Science fiction thriller,2022,2,Devam,Korsan Markalı,İzleme,Dizi,,hayır,Korsan Markalı,tr,Doğrulanacak,evet
severance dizizon,Severance,severance,Drama,Science fiction thriller,Science fiction thriller,2022,2,Devam,Korsan Markalı,İzleme,Dizi,,hayır,Korsan Markalı,tr,Doğrulanacak,evet
severance filmizlech,Severance,severance,Drama,Science fiction thriller,Science fiction thriller,2022,2,Devam,Korsan Markalı,İzleme,Dizi,,hayır,Korsan Markalı,tr,Doğrulanacak,evet
severance filmkutusu,Severance,severance,Drama,Science fiction thriller,Science fiction thriller,2022,2,Devam,Korsan Markalı,İzleme,Dizi,,hayır,Korsan Markalı,tr,Doğrulanacak,evet
severance filmmakinesi,Severance,severance,Drama,Science fiction thriller,Science fiction thriller,2022,2,Devam,Korsan Markalı,İzleme,Dizi,,hayır,Korsan Markalı,tr,Doğrulanacak,evet
severance filmzal,Severance,severance,Drama,Science fiction thriller,Science fiction thriller,2022,2,Devam,Korsan Markalı,İzleme,Dizi,,hayır,Korsan Markalı,tr,Doğrulanacak,evet
severance fullhdfilmizlesene,Severance,severance,Drama,Science fiction thriller,Science fiction thriller,2022,2,Devam,Korsan Markalı,İzleme,Dizi,,hayır,Korsan Markalı,tr,Doğrulanacak,evet
severance fullkoredizi,Severance,severance,Drama,Science fiction thriller,Science fiction thriller,2022,2,Devam,Korsan Markalı,İzleme,Dizi,,hayır,Korsan Markalı,tr,Doğrulanacak,evet
severance hdfilmcehennemi,Severance,severance,Drama,Science fiction thriller,Science fiction thriller,2022,2,Devam,Korsan Markalı,İzleme,Dizi,,hayır,Korsan Markalı,tr,Doğrulanacak,evet
severance hdfilmizle,Severance,severance,Drama,Science fiction thriller,Science fiction thriller,2022,2,Devam,Korsan Markalı,İzleme,Dizi,,hayır,Korsan Markalı,tr,Doğrulanacak,evet
severance hdfilmizlesene,Severance,severance,Drama,Science fiction thriller,Science fiction thriller,2022,2,Devam,Korsan Markalı,İzleme,Dizi,,hayır,Korsan Markalı,tr,Doğrulanacak,evet
severance hdfilmizleyelim,Severance,severance,Drama,Science fiction thriller,Science fiction thriller,2022,2,Devam,Korsan Markalı,İzleme,Dizi,,hayır,Korsan Markalı,tr,Doğrulanacak,evet
severance kesintisizfullhdfilmizle,Severance,severance,Drama,Science fiction thriller,Science fiction thriller,2022,2,Devam,Korsan Markalı,İzleme,Dizi,,hayır,Korsan Markalı,tr,Doğrulanacak,evet
severance korediziizletr,Severance,severance,Drama,Science fiction thriller,Science fiction thriller,2022,2,Devam,Korsan Markalı,İzleme,Dizi,,hayır,Korsan Markalı,tr,Doğrulanacak,evet
severance lovefilmizle,Severance,severance,Drama,Science fiction thriller,Science fiction thriller,2022,2,Devam,Korsan Markalı,İzleme,Dizi,,hayır,Korsan Markalı,tr,Doğrulanacak,evet
severance mnfilmizle,Severance,severance,Drama,Science fiction thriller,Science fiction thriller,2022,2,Devam,Korsan Markalı,İzleme,Dizi,,hayır,Korsan Markalı,tr,Doğrulanacak,evet
severance roketdizi,Severance,severance,Drama,Science fiction thriller,Science fiction thriller,2022,2,Devam,Korsan Markalı,İzleme,Dizi,,hayır,Korsan Markalı,tr,Doğrulanacak,evet
severance sinekfilmizle,Severance,severance,Drama,Science fiction thriller,Science fiction thriller,2022,2,Devam,Korsan Markalı,İzleme,Dizi,,hayır,Korsan Markalı,tr,Doğrulanacak,evet
severance siyahfilmizle,Severance,severance,Drama,Science fiction thriller,Science fiction thriller,2022,2,Devam,Korsan Markalı,İzleme,Dizi,,hayır,Korsan Markalı,tr,Doğrulanacak,evet
severance tranimeizle,Severance,severance,Drama,Science fiction thriller,Science fiction thriller,2022,2,Devam,Korsan Markalı,İzleme,Dizi,,hayır,Korsan Markalı,tr,Doğrulanacak,evet
severance venusfilmizle,Severance,severance,Drama,Science fiction thriller,Science fiction thriller,2022,2,Devam,Korsan Markalı,İzleme,Dizi,,hayır,Korsan Markalı,tr,Doğrulanacak,evet
severance wdizifilmizle,Severance,severance,Drama,Science fiction thriller,Science fiction thriller,2022,2,Devam,Korsan Markalı,İzleme,Dizi,,hayır,Korsan Markalı,tr,Doğrulanacak,evet
severance webdramaturkey,Severance,severance,Drama,Science fiction thriller,Science fiction thriller,2022,2,Devam,Korsan Markalı,İzleme,Dizi,,hayır,Korsan Markalı,tr,Doğrulanacak,evet
severance webteizle,Severance,severance,Drama,Science fiction thriller,Science fiction thriller,2022,2,Devam,Korsan Markalı,İzleme,Dizi,,hayır,Korsan Markalı,tr,Doğrulanacak,evet
severance yabancidizi,Severance,severance,Drama,Science fiction thriller,Science fiction thriller,2022,2,Devam,Korsan Markalı,İzleme,Dizi,,hayır,Korsan Markalı,tr,Doğrulanacak,evet
